GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geography,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016
0100000US,,United States,310M300US13060,13060,"United States - Bay City, TX Micro Area","Bay City, TX Micro Area",36702,36702,36704,36701,36560,36513,36497,36840,37187
0100000US,,United States,310M300US13100,13100,"United States - Beatrice, NE Micro Area","Beatrice, NE Micro Area",22311,22311,22296,21953,21745,21818,21666,21863,21799
0100000US,,United States,310M300US13180,13180,"United States - Beaver Dam, WI Micro Area","Beaver Dam, WI Micro Area",88759,88761,88661,88728,88570,88359,88587,88434,88068
0100000US,,United States,310M300US13260,13260,"United States - Bedford, IN Micro Area","Bedford, IN Micro Area",46134,46129,46124,46086,46032,45835,45611,45485,45518
0100000US,,United States,310M300US13300,13300,"United States - Beeville, TX Micro Area","Beeville, TX Micro Area",31861,31861,31883,32318,32448,32773,32884,32673,32750
0100000US,,United States,310M300US13340,13340,"United States - Bellefontaine, OH Micro Area","Bellefontaine, OH Micro Area",45858,45854,45765,45606,45444,45453,45532,45348,45165
0100000US,,United States,310M300US13420,13420,"United States - Bemidji, MN Micro Area","Bemidji, MN Micro Area",44442,44442,44581,45111,45226,45545,45667,45674,46106
0100000US,,United States,310M300US13500,13500,"United States - Bennettsville, SC Micro Area","Bennettsville, SC Micro Area",28933,28933,28896,28477,28159,27958,27909,27541,26945
0100000US,,United States,310M300US13540,13540,"United States - Bennington, VT Micro Area","Bennington, VT Micro Area",37125,37125,37107,36851,36704,36741,36476,36404,36191
0100000US,,United States,310M300US13620,13620,"United States - Berlin, NH-VT Micro Area","Berlin, NH-VT Micro Area",39361,39358,39280,38817,38224,38169,38902,38450,38215
0100000US,,United States,310M300US13660,13660,"United States - Big Rapids, MI Micro Area","Big Rapids, MI Micro Area",42798,42798,42843,43445,43515,43265,43204,43092,43221
0100000US,,United States,310M300US13700,13700,"United States - Big Spring, TX Micro Area","Big Spring, TX Micro Area",36238,36238,36241,36222,36749,37439,37814,38535,38022
0100000US,,United States,310M300US13720,13720,"United States - Big Stone Gap, VA Micro Area","Big Stone Gap, VA Micro Area",61313,61319,61455,61203,60612,60149,59244,58715,58060
0100000US,,United States,310M300US13940,13940,"United States - Blackfoot, ID Micro Area","Blackfoot, ID Micro Area",45607,45607,45767,45911,45526,45412,45191,44976,45201
0100000US,,United States,310M300US14140,14140,"United States - Bluefield, WV-VA Micro Area","Bluefield, WV-VA Micro Area",107342,107345,107456,107142,106624,105922,105075,103977,102618
0100000US,,United States,310M300US14180,14180,"United States - Blytheville, AR Micro Area","Blytheville, AR Micro Area",46480,46480,46390,46036,45531,44687,44243,43699,42835
0100000US,,United States,310M300US14220,14220,"United States - Bogalusa, LA Micro Area","Bogalusa, LA Micro Area",47168,47171,47098,47130,46641,46319,46242,46322,46310
0100000US,,United States,310M300US14300,14300,"United States - Bonham, TX Micro Area","Bonham, TX Micro Area",33915,33910,33908,33922,33695,33655,33762,33640,34031
0100000US,,United States,310M300US14340,14340,"United States - Boone, IA Micro Area","Boone, IA Micro Area",26306,26306,26278,26337,26228,26359,26367,26571,26532
0100000US,,United States,310M300US14380,14380,"United States - Boone, NC Micro Area","Boone, NC Micro Area",51079,51079,50987,51583,52062,52311,52407,53024,53922
0100000US,,United States,310M300US14420,14420,"United States - Borger, TX Micro Area","Borger, TX Micro Area",22150,22249,22203,21985,21960,21844,21840,21755,21511
0100000US,,United States,310M300US14580,14580,"United States - Bozeman, MT Micro Area","Bozeman, MT Micro Area",89513,89513,89631,91353,92595,94637,97322,100736,104502
0100000US,,United States,310M300US14620,14620,"United States - Bradford, PA Micro Area","Bradford, PA Micro Area",43450,43450,43361,43187,43234,42844,42670,42416,41883
0100000US,,United States,310M300US14660,14660,"United States - Brainerd, MN Micro Area","Brainerd, MN Micro Area",91067,91067,91276,91058,91291,91624,91805,92119,92933
0100000US,,United States,310M300US14700,14700,"United States - Branson, MO Micro Area","Branson, MO Micro Area",83877,83882,83990,84498,84558,84629,85045,85235,85782
0100000US,,United States,310M300US14720,14720,"United States - Breckenridge, CO Micro Area","Breckenridge, CO Micro Area",27994,27994,28065,27972,28223,28653,29205,29892,30374
0100000US,,United States,310M300US14780,14780,"United States - Brenham, TX Micro Area","Brenham, TX Micro Area",33718,33700,33718,33970,33939,34224,34495,35005,35056
0100000US,,United States,310M300US14820,14820,"United States - Brevard, NC Micro Area","Brevard, NC Micro Area",33090,33090,33066,32799,32820,32827,32979,33202,33482
0100000US,,United States,310M300US15020,15020,"United States - Brookhaven, MS Micro Area","Brookhaven, MS Micro Area",34869,34869,34878,34856,34835,34733,34763,34601,34523
0100000US,,United States,310M300US15060,15060,"United States - Brookings, OR Micro Area","Brookings, OR Micro Area",22364,22364,22371,22453,22237,22240,22236,22396,22713
0100000US,,United States,310M300US15100,15100,"United States - Brookings, SD Micro Area","Brookings, SD Micro Area",31965,31965,32017,32128,32700,33084,33357,33897,34135
0100000US,,United States,310M300US15140,15140,"United States - Brownsville, TN Micro Area","Brownsville, TN Micro Area",18787,18807,18787,18568,18281,18256,18226,18028,17853
0100000US,,United States,310M300US15220,15220,"United States - Brownwood, TX Micro Area","Brownwood, TX Micro Area",38106,38106,38116,38026,37852,37853,37719,37981,38271
0100000US,,United States,310M300US15340,15340,"United States - Bucyrus, OH Micro Area","Bucyrus, OH Micro Area",43784,43785,43770,43303,42828,42744,42441,42330,42083
0100000US,,United States,310M300US15420,15420,"United States - Burley, ID Micro Area","Burley, ID Micro Area",43021,43021,43175,43364,43404,43660,43791,43884,44120
0100000US,,United States,310M300US15460,15460,"United States - Burlington, IA-IL Micro Area","Burlington, IA-IL Micro Area",47656,47653,47589,47312,47314,47394,47128,46956,46608
0100000US,,United States,310M300US15580,15580,"United States - Butte-Silver Bow, MT Micro Area","Butte-Silver Bow, MT Micro Area",34200,34209,34227,34380,34470,34507,34693,34579,34553
0100000US,,United States,310M300US15620,15620,"United States - Cadillac, MI Micro Area","Cadillac, MI Micro Area",47584,47584,47572,47629,47623,47616,47909,47893,48265
0100000US,,United States,310M300US15660,15660,"United States - Calhoun, GA Micro Area","Calhoun, GA Micro Area",55186,55186,55209,55472,55674,55696,55800,56323,56904
0100000US,,United States,310M300US15700,15700,"United States - Cambridge, MD Micro Area","Cambridge, MD Micro Area",32618,32618,32655,32694,32476,32595,32537,32391,32258
0100000US,,United States,310M300US15740,15740,"United States - Cambridge, OH Micro Area","Cambridge, OH Micro Area",40087,40091,40117,39862,39836,39627,39594,39269,39063
0100000US,,United States,310M300US15780,15780,"United States - Camden, AR Micro Area","Camden, AR Micro Area",31488,31489,31414,31015,30711,30183,29974,29579,29242
0100000US,,United States,310M300US15820,15820,"United States - Campbellsville, KY Micro Area","Campbellsville, KY Micro Area",24512,24512,24689,24997,25077,25156,25378,25567,25397
0100000US,,United States,310M300US15860,15860,"United States - Cañon City, CO Micro Area","Cañon City, CO Micro Area",46824,46824,46857,47417,47122,46467,46427,46713,47446
0100000US,,United States,310M300US15900,15900,"United States - Canton, IL Micro Area","Canton, IL Micro Area",37069,37069,37054,36950,36624,36375,35951,35750,35536
0100000US,,United States,310M300US16100,16100,"United States - Carlsbad-Artesia, NM Micro Area","Carlsbad-Artesia, NM Micro Area",53829,53829,53906,54045,54424,55599,56591,57611,57621
0100000US,,United States,310M300US16140,16140,"United States - Carroll, IA Micro Area","Carroll, IA Micro Area",20816,20816,20828,20857,20685,20582,20562,20507,20437
0100000US,,United States,310M300US16260,16260,"United States - Cedar City, UT Micro Area","Cedar City, UT Micro Area",46163,46163,46264,46657,46706,46632,47185,48294,49937
0100000US,,United States,310M300US16340,16340,"United States - Cedartown, GA Micro Area","Cedartown, GA Micro Area",41475,41475,41537,41289,41105,41060,40967,41405,41776
0100000US,,United States,310M300US16380,16380,"United States - Celina, OH Micro Area","Celina, OH Micro Area",40814,40814,40784,40816,40850,40781,40945,40947,40909
0100000US,,United States,310M300US16420,16420,"United States - Central City, KY Micro Area","Central City, KY Micro Area",31499,31499,31639,31522,31377,31273,31254,31146,31028
0100000US,,United States,310M300US16460,16460,"United States - Centralia, IL Micro Area","Centralia, IL Micro Area",39437,39437,39449,39004,38919,38594,38486,38378,38140
0100000US,,United States,310M300US16500,16500,"United States - Centralia, WA Micro Area","Centralia, WA Micro Area",75455,75457,75515,75691,75559,75126,75115,75754,77066
0100000US,,United States,310M300US16660,16660,"United States - Charleston-Mattoon, IL Micro Area","Charleston-Mattoon, IL Micro Area",64921,64921,64942,64681,64286,63947,63606,63420,63201
0100000US,,United States,310M300US17060,17060,"United States - Chillicothe, OH Micro Area","Chillicothe, OH Micro Area",78064,78062,78099,77576,77418,77274,77111,77162,77000
0100000US,,United States,310M300US17200,17200,"United States - Claremont-Lebanon, NH-VT Micro Area","Claremont-Lebanon, NH-VT Micro Area",218466,218467,218443,218217,217589,217419,217342,216377,216307
0100000US,,United States,310M300US17220,17220,"United States - Clarksburg, WV Micro Area","Clarksburg, WV Micro Area",94196,94196,94348,94382,94361,94352,94109,93940,93672
0100000US,,United States,310M300US17260,17260,"United States - Clarksdale, MS Micro Area","Clarksdale, MS Micro Area",26151,26145,26123,25872,25646,25188,24880,24495,23809
0100000US,,United States,310M300US17340,17340,"United States - Clearlake, CA Micro Area","Clearlake, CA Micro Area",64665,64665,64743,64242,63942,63776,64099,64446,64116
0100000US,,United States,310M300US17380,17380,"United States - Cleveland, MS Micro Area","Cleveland, MS Micro Area",34145,34148,34089,33830,34059,34046,33883,33349,32737
0100000US,,United States,310M300US17500,17500,"United States - Clewiston, FL Micro Area","Clewiston, FL Micro Area",39140,39140,39034,38873,37777,37630,38294,38890,39290
0100000US,,United States,310M300US17540,17540,"United States - Clinton, IA Micro Area","Clinton, IA Micro Area",49116,49116,49112,49100,48716,48293,47923,47617,47309
0100000US,,United States,310M300US17580,17580,"United States - Clovis, NM Micro Area","Clovis, NM Micro Area",48376,48376,48959,49699,50690,50574,50969,50206,50280
0100000US,,United States,310M300US17700,17700,"United States - Coffeyville, KS Micro Area","Coffeyville, KS Micro Area",35471,35471,35383,34764,34447,34361,33957,33316,32746
0100000US,,United States,310M300US17740,17740,"United States - Coldwater, MI Micro Area","Coldwater, MI Micro Area",45248,45248,45172,43897,43771,43539,43669,43607,43427
0100000US,,United States,310M300US18060,18060,"United States - Columbus, MS Micro Area","Columbus, MS Micro Area",59779,59779,59802,59590,59680,59945,59953,59744,59602
0100000US,,United States,310M300US18100,18100,"United States - Columbus, NE Micro Area","Columbus, NE Micro Area",32237,32237,32297,32464,32602,32547,32705,32799,32861
0100000US,,United States,310M300US18180,18180,"United States - Concord, NH Micro Area","Concord, NH Micro Area",146445,146444,146433,146733,146944,147243,147714,148094,148582
0100000US,,United States,310M300US18220,18220,"United States - Connersville, IN Micro Area","Connersville, IN Micro Area",24277,24302,24334,24154,23953,23850,23479,23426,23331
0100000US,,United States,310M300US18260,18260,"United States - Cookeville, TN Micro Area","Cookeville, TN Micro Area",106042,106063,106272,106688,107233,107546,108372,108647,109548
0100000US,,United States,310M300US18300,18300,"United States - Coos Bay, OR Micro Area","Coos Bay, OR Micro Area",63043,63043,63015,62808,62745,62563,62608,63043,63761
0100000US,,United States,310M300US18380,18380,"United States - Cordele, GA Micro Area","Cordele, GA Micro Area",23439,23439,23407,23723,23555,23230,22950,22850,22721
0100000US,,United States,310M300US18420,18420,"United States - Corinth, MS Micro Area","Corinth, MS Micro Area",37057,37057,37106,37309,37243,37341,37325,37331,37304
0100000US,,United States,310M300US18460,18460,"United States - Cornelia, GA Micro Area","Cornelia, GA Micro Area",43041,43041,43081,43096,43478,43283,43688,43926,44246
0100000US,,United States,310M300US18500,18500,"United States - Corning, NY Micro Area","Corning, NY Micro Area",98990,98992,98990,99272,99064,98952,98253,97546,96940
0100000US,,United States,310M300US18620,18620,"United States - Corsicana, TX Micro Area","Corsicana, TX Micro Area",47735,47840,47859,48088,48095,48022,47990,48255,48523
0100000US,,United States,310M300US18660,18660,"United States - Cortland, NY Micro Area","Cortland, NY Micro Area",49336,49285,49245,49497,49154,49038,48875,48429,48070
0100000US,,United States,310M300US18740,18740,"United States - Coshocton, OH Micro Area","Coshocton, OH Micro Area",36901,36898,36927,36909,36818,36750,36568,36587,36602
0100000US,,United States,310M300US18780,18780,"United States - Craig, CO Micro Area","Craig, CO Micro Area",13795,13795,13812,13424,13164,13099,12899,12899,13109
0100000US,,United States,310M300US18820,18820,"United States - Crawfordsville, IN Micro Area","Crawfordsville, IN Micro Area",38124,38126,38088,38324,38171,38085,38043,38167,38074
0100000US,,United States,310M300US18860,18860,"United States - Crescent City, CA Micro Area","Crescent City, CA Micro Area",28610,28610,28562,28466,28212,27837,27252,27301,27540
0100000US,,United States,310M300US18900,18900,"United States - Crossville, TN Micro Area","Crossville, TN Micro Area",56053,56062,56210,56620,57073,57513,57958,58278,58655
0100000US,,United States,310M300US18980,18980,"United States - Cullman, AL Micro Area","Cullman, AL Micro Area",80406,80410,80476,80457,80351,80731,81167,81858,82471
0100000US,,United States,310M300US19000,19000,"United States - Cullowhee, NC Micro Area","Cullowhee, NC Micro Area",40271,40275,40350,40202,40560,41020,40985,41327,42241
0100000US,,United States,310M300US19220,19220,"United States - Danville, KY Micro Area","Danville, KY Micro Area",53174,53174,53382,53477,53424,54084,54273,54195,54390
0100000US,,United States,310M300US19260,19260,"United States - Danville, VA Micro Area","Danville, VA Micro Area",106561,106550,106515,105980,105729,105361,104878,104208,103585
0100000US,,United States,310M300US19420,19420,"United States - Dayton, TN Micro Area","Dayton, TN Micro Area",31809,31802,31859,32051,32338,32526,32607,32392,32442
0100000US,,United States,310M300US19540,19540,"United States - Decatur, IN Micro Area","Decatur, IN Micro Area",34387,34387,34455,34384,34439,34664,34764,34967,35232
0100000US,,United States,310M300US19580,19580,"United States - Defiance, OH Micro Area","Defiance, OH Micro Area",39037,39027,39103,39029,38829,38559,38545,38349,38158
0100000US,,United States,310M300US19620,19620,"United States - Del Rio, TX Micro Area","Del Rio, TX Micro Area",48879,48879,49007,48947,48866,48953,48753,48857,48881
0100000US,,United States,310M300US19700,19700,"United States - Deming, NM Micro Area","Deming, NM Micro Area",25095,25095,25108,25135,24983,24686,24540,24476,24450
0100000US,,United States,310M300US19760,19760,"United States - DeRidder, LA Micro Area","DeRidder, LA Micro Area",35654,35654,35848,36074,36313,36241,36216,36477,36927
0100000US,,United States,310M300US19860,19860,"United States - Dickinson, ND Micro Area","Dickinson, ND Micro Area",24199,24199,24352,25171,26919,28406,30524,32139,31199
0100000US,,United States,310M300US19940,19940,"United States - Dixon, IL Micro Area","Dixon, IL Micro Area",36031,36031,35931,35518,35114,35008,34789,34427,34251
0100000US,,United States,310M300US19980,19980,"United States - Dodge City, KS Micro Area","Dodge City, KS Micro Area",33848,33848,34041,34410,34729,34829,34667,34263,33971
0100000US,,United States,310M300US20060,20060,"United States - Douglas, GA Micro Area","Douglas, GA Micro Area",42356,42356,42722,42981,43140,43096,42891,43071,43012
0100000US,,United States,310M300US20140,20140,"United States - Dublin, GA Micro Area","Dublin, GA Micro Area",58414,58418,58381,57958,57898,57723,57499,57338,57021
0100000US,,United States,310M300US20180,20180,"United States - DuBois, PA Micro Area","DuBois, PA Micro Area",81642,81597,81536,81467,81479,81601,81205,80967,80596
0100000US,,United States,310M300US20300,20300,"United States - Dumas, TX Micro Area","Dumas, TX Micro Area",21904,21904,22001,22094,22413,22203,22146,22048,22120
0100000US,,United States,310M300US20340,20340,"United States - Duncan, OK Micro Area","Duncan, OK Micro Area",45048,45048,45105,45127,44873,44989,44553,44648,44090
0100000US,,United States,310M300US20380,20380,"United States - Dunn, NC Micro Area","Dunn, NC Micro Area",114678,114707,115759,119211,122220,125095,126780,128124,130881
0100000US,,United States,310M300US20420,20420,"United States - Durango, CO Micro Area","Durango, CO Micro Area",51334,51335,51374,51788,52356,53339,53882,54770,55623
0100000US,,United States,310M300US20460,20460,"United States - Durant, OK Micro Area","Durant, OK Micro Area",42416,42416,42626,43135,43458,44166,44459,44987,45573
0100000US,,United States,310M300US20540,20540,"United States - Dyersburg, TN Micro Area","Dyersburg, TN Micro Area",38335,38330,38313,38148,38246,38148,37868,37878,37708
0100000US,,United States,310M300US20580,20580,"United States - Eagle Pass, TX Micro Area","Eagle Pass, TX Micro Area",54258,54258,54489,55274,55696,56415,56915,57440,57685
0100000US,,United States,310M300US20660,20660,"United States - Easton, MD Micro Area","Easton, MD Micro Area",37782,37782,37884,37973,38055,37914,37569,37523,37278
0100000US,,United States,310M300US20780,20780,"United States - Edwards, CO Micro Area","Edwards, CO Micro Area",52197,52197,52081,51751,51942,52379,52815,53346,53989
0100000US,,United States,310M300US20820,20820,"United States - Effingham, IL Micro Area","Effingham, IL Micro Area",34242,34242,34225,34284,34351,34312,34337,34396,34386
0100000US,,United States,310M300US20900,20900,"United States - El Campo, TX Micro Area","El Campo, TX Micro Area",41280,41280,41312,41327,41171,41225,41228,41526,41735
0100000US,,United States,310M300US20980,20980,"United States - El Dorado, AR Micro Area","El Dorado, AR Micro Area",41639,41639,41556,41375,40864,40603,40158,40158,39887
0100000US,,United States,310M300US21020,21020,"United States - Elizabeth City, NC Micro Area","Elizabeth City, NC Micro Area",64094,64094,64186,63894,64124,63505,63430,63362,63617
0100000US,,United States,310M300US21120,21120,"United States - Elk City, OK Micro Area","Elk City, OK Micro Area",22119,22119,22053,22323,23123,23521,23661,23628,22519
0100000US,,United States,310M300US21180,21180,"United States - Elkins, WV Micro Area","Elkins, WV Micro Area",29405,29405,29369,29422,29408,29539,29308,29174,29006
0100000US,,United States,310M300US21220,21220,"United States - Elko, NV Micro Area","Elko, NV Micro Area",50805,50929,51067,51492,53066,54520,54636,53823,54085
0100000US,,United States,310M300US21260,21260,"United States - Ellensburg, WA Micro Area","Ellensburg, WA Micro Area",40915,40906,41010,41577,41630,41853,42518,43057,44866
0100000US,,United States,310M300US21380,21380,"United States - Emporia, KS Micro Area","Emporia, KS Micro Area",33690,33690,33642,33654,33534,33517,33201,33243,33510
0100000US,,United States,310M300US21460,21460,"United States - Enterprise, AL Micro Area","Enterprise, AL Micro Area",49948,49948,50183,50484,51180,50729,50757,51063,51226
0100000US,,United States,310M300US21540,21540,"United States - Escanaba, MI Micro Area","Escanaba, MI Micro Area",37069,37069,37066,36935,36838,36830,36573,36407,36202
0100000US,,United States,310M300US21580,21580,"United States - Española, NM Micro Area","Española, NM Micro Area",40246,40244,40310,40313,40254,40058,39742,39526,40040
0100000US,,United States,310M300US21640,21640,"United States - Eufaula, AL-GA Micro Area","Eufaula, AL-GA Micro Area",29970,29970,29855,29784,29539,29308,29063,28573,28300
0100000US,,United States,310M300US21700,21700,"United States - Eureka-Arcata-Fortuna, CA Micro Area","Eureka-Arcata-Fortuna, CA Micro Area",134623,134623,135032,135243,134663,134555,134665,135383,136646
0100000US,,United States,310M300US21740,21740,"United States - Evanston, WY Micro Area","Evanston, WY Micro Area",21118,21118,21102,20918,20997,21006,20871,20819,20773
0100000US,,United States,310M300US21840,21840,"United States - Fairfield, IA Micro Area","Fairfield, IA Micro Area",16843,16843,16825,17039,17201,17493,17671,17853,18090
0100000US,,United States,310M300US21860,21860,"United States - Fairmont, MN Micro Area","Fairmont, MN Micro Area",20840,20840,20819,20628,20476,20422,20228,20010,19829
0100000US,,United States,310M300US21900,21900,"United States - Fairmont, WV Micro Area","Fairmont, WV Micro Area",56418,56418,56515,56625,56768,56725,56776,56771,56538
0100000US,,United States,310M300US21980,21980,"United States - Fallon, NV Micro Area","Fallon, NV Micro Area",24877,24877,24806,24606,24333,24049,24000,24159,24198
0100000US,,United States,310M300US22060,22060,"United States - Faribault-Northfield, MN Micro Area","Faribault-Northfield, MN Micro Area",64142,64142,64241,64907,64885,64757,65040,65278,65622
0100000US,,United States,310M300US22100,22100,"United States - Farmington, MO Micro Area","Farmington, MO Micro Area",65359,65371,65539,65575,65856,66229,65993,66446,66627
0100000US,,United States,310M300US22260,22260,"United States - Fergus Falls, MN Micro Area","Fergus Falls, MN Micro Area",57303,57303,57283,57357,57339,57611,57659,57774,58085
0100000US,,United States,310M300US22280,22280,"United States - Fernley, NV Micro Area","Fernley, NV Micro Area",51980,51980,52070,51463,51087,51267,51613,52339,53179
0100000US,,United States,310M300US22300,22300,"United States - Findlay, OH Micro Area","Findlay, OH Micro Area",74782,74789,74687,75062,75638,75738,75380,75734,75872
0100000US,,United States,310M300US22340,22340,"United States - Fitzgerald, GA Micro Area","Fitzgerald, GA Micro Area",17634,17634,17638,17575,17570,17417,17440,17354,17243
0100000US,,United States,310M300US22580,22580,"United States - Forest City, NC Micro Area","Forest City, NC Micro Area",67810,67808,67744,67367,67204,66830,66587,66462,66421
0100000US,,United States,310M300US22620,22620,"United States - Forrest City, AR Micro Area","Forrest City, AR Micro Area",28258,28258,28181,27960,27907,27408,27026,26578,26196
0100000US,,United States,310M300US22700,22700,"United States - Fort Dodge, IA Micro Area","Fort Dodge, IA Micro Area",38013,38013,37876,37727,37252,37256,36983,36992,36769
0100000US,,United States,310M300US22780,22780,"United States - Fort Leonard Wood, MO Micro Area","Fort Leonard Wood, MO Micro Area",52274,52274,52844,53273,53412,53783,53505,53156,52654
0100000US,,United States,310M300US22800,22800,"United States - Fort Madison-Keokuk, IA-IL-MO Micro Area","Fort Madison-Keokuk, IA-IL-MO Micro Area",62105,62095,62049,61650,61481,60868,60711,60420,59846
0100000US,,United States,310M300US22820,22820,"United States - Fort Morgan, CO Micro Area","Fort Morgan, CO Micro Area",28159,28159,28172,28512,28331,28306,28208,28323,28274
0100000US,,United States,310M300US22840,22840,"United States - Fort Payne, AL Micro Area","Fort Payne, AL Micro Area",71109,71115,71143,71389,70961,70882,70947,70996,70900
0100000US,,United States,310M300US22860,22860,"United States - Fort Polk South, LA Micro Area","Fort Polk South, LA Micro Area",52334,52334,52743,52308,54179,52889,52161,50706,50569
0100000US,,United States,310M300US23140,23140,"United States - Frankfort, IN Micro Area","Frankfort, IN Micro Area",33224,33219,33203,33041,32942,32883,32610,32567,32457
0100000US,,United States,310M300US23180,23180,"United States - Frankfort, KY Micro Area","Frankfort, KY Micro Area",70706,70700,70754,70927,71174,71331,71821,72202,72718
0100000US,,United States,310M300US23240,23240,"United States - Fredericksburg, TX Micro Area","Fredericksburg, TX Micro Area",24837,24837,24877,25032,25167,25354,25545,26074,26521
0100000US,,United States,310M300US23300,23300,"United States - Freeport, IL Micro Area","Freeport, IL Micro Area",47711,47711,47657,47365,46938,46721,46339,45791,45624
0100000US,,United States,310M300US23340,23340,"United States - Fremont, NE Micro Area","Fremont, NE Micro Area",36691,36685,36661,36954,36648,36598,36714,36676,36757
0100000US,,United States,310M300US23380,23380,"United States - Fremont, OH Micro Area","Fremont, OH Micro Area",60944,60946,60876,60591,60492,60096,59915,59518,59330
0100000US,,United States,310M300US23500,23500,"United States - Gaffney, SC Micro Area","Gaffney, SC Micro Area",55342,55471,55532,55716,55860,56055,56314,56493,56646
0100000US,,United States,310M300US23620,23620,"United States - Gainesville, TX Micro Area","Gainesville, TX Micro Area",38437,38437,38456,38408,38771,38502,38739,39110,39266
0100000US,,United States,310M300US23660,23660,"United States - Galesburg, IL Micro Area","Galesburg, IL Micro Area",52919,52919,52932,52693,52302,52149,51953,51416,50938
0100000US,,United States,310M300US23700,23700,"United States - Gallup, NM Micro Area","Gallup, NM Micro Area",71492,71488,71743,73488,72691,73270,74044,76800,74923
0100000US,,United States,310M300US23780,23780,"United States - Garden City, KS Micro Area","Garden City, KS Micro Area",40753,40753,40947,41098,41097,40952,40992,40948,40639
0100000US,,United States,310M300US23820,23820,"United States - Gardnerville Ranchos, NV Micro Area","Gardnerville Ranchos, NV Micro Area",46997,46997,47026,47031,46973,47015,47492,47628,48020
0100000US,,United States,310M300US23860,23860,"United States - Georgetown, SC Micro Area","Georgetown, SC Micro Area",60158,60158,60135,60144,60232,60417,60729,61243,61399
0100000US,,United States,310M300US23940,23940,"United States - Gillette, WY Micro Area","Gillette, WY Micro Area",46133,46133,46246,46594,47872,48116,48241,49333,48803
0100000US,,United States,310M300US23980,23980,"United States - Glasgow, KY Micro Area","Glasgow, KY Micro Area",52272,52272,52246,52452,52644,52966,53135,53596,54011
0100000US,,United States,310M300US24060,24060,"United States - Glenwood Springs, CO Micro Area","Glenwood Springs, CO Micro Area",73537,73537,73254,73093,73932,74275,74790,75550,76639
0100000US,,United States,310M300US24100,24100,"United States - Gloversville, NY Micro Area","Gloversville, NY Micro Area",55531,55524,55468,55264,55033,54521,54145,53960,53828
0100000US,,United States,310M300US24330,24330,"United States - Grand Rapids, MN Micro Area","Grand Rapids, MN Micro Area",45058,45058,45016,45118,45231,45442,45467,45397,45242
0100000US,,United States,310M300US24380,24380,"United States - Grants, NM Micro Area","Grants, NM Micro Area",27213,27215,27314,27508,27316,27439,27303,27322,27487
0100000US,,United States,310M300US24460,24460,"United States - Great Bend, KS Micro Area","Great Bend, KS Micro Area",27674,27674,27683,27676,27515,27425,27262,27092,26775
0100000US,,United States,310M300US24620,24620,"United States - Greeneville, TN Micro Area","Greeneville, TN Micro Area",68831,68825,68826,68996,68654,68272,68416,68551,68615
0100000US,,United States,310M300US24640,24640,"United States - Greenfield Town, MA Micro Area","Greenfield Town, MA Micro Area",71372,71372,71311,71606,71536,71149,70965,70550,70382
0100000US,,United States,310M300US24700,24700,"United States - Greensburg, IN Micro Area","Greensburg, IN Micro Area",25740,25740,25790,25877,26049,26208,26452,26393,26598
0100000US,,United States,310M300US24740,24740,"United States - Greenville, MS Micro Area","Greenville, MS Micro Area",51137,51135,51077,50448,50055,49704,49079,48053,47231
0100000US,,United States,310M300US24820,24820,"United States - Greenville, OH Micro Area","Greenville, OH Micro Area",52959,52959,52962,52666,52496,52330,52221,52100,51778
0100000US,,United States,310M300US24900,24900,"United States - Greenwood, MS Micro Area","Greenwood, MS Micro Area",42914,42979,42982,42488,41190,41134,41033,40538,40111
0100000US,,United States,310M300US24940,24940,"United States - Greenwood, SC Micro Area","Greenwood, SC Micro Area",95078,95077,95071,94909,94967,94771,94540,94873,95005
0100000US,,United States,310M300US24980,24980,"United States - Grenada, MS Micro Area","Grenada, MS Micro Area",21906,21906,21855,21584,21610,21544,21654,21507,21275
0100000US,,United States,310M300US25100,25100,"United States - Guymon, OK Micro Area","Guymon, OK Micro Area",20640,20640,20801,21177,21470,21921,21641,21365,21098
0100000US,,United States,310M300US25200,25200,"United States - Hailey, ID Micro Area","Hailey, ID Micro Area",27701,27701,27630,27330,27447,27631,27760,27922,28134
0100000US,,United States,310M300US25300,25300,"United States - Hannibal, MO Micro Area","Hannibal, MO Micro Area",38948,38948,38978,39091,39071,39038,39148,39039,39118
0100000US,,United States,310M300US25460,25460,"United States - Harrison, AR Micro Area","Harrison, AR Micro Area",45233,45233,45226,45333,45443,45490,45120,45152,45240
0100000US,,United States,310M300US25580,25580,"United States - Hastings, NE Micro Area","Hastings, NE Micro Area",31364,31367,31342,31234,31390,31590,31433,31585,31684
0100000US,,United States,310M300US25700,25700,"United States - Hays, KS Micro Area","Hays, KS Micro Area",28452,28452,28445,28779,29125,29089,29027,29024,28893
0100000US,,United States,310M300US25720,25720,"United States - Heber, UT Micro Area","Heber, UT Micro Area",23530,23525,23629,24403,25385,26609,27789,29165,30528
