year,total_app,nber11_inforce,nber12_inforce,nber13_inforce,nber14_inforce,nber15_inforce,nber19_inforce,nber21_inforce,nber22_inforce,nber23_inforce,nber24_inforce,nber25_inforce,nber31_inforce,nber32_inforce,nber33_inforce,nber39_inforce,nber41_inforce,nber42_inforce,nber43_inforce,nber44_inforce,nber45_inforce,nber46_inforce,nber49_inforce,nber51_inforce,nber52_inforce,nber53_inforce,nber54_inforce,nber55_inforce,nber59_inforce,nber61_inforce,nber62_inforce,nber63_inforce,nber64_inforce,nber65_inforce,nber66_inforce,nber67_inforce,nber68_inforce,nber69_inforce,nber70_inforce,nber80_inforce,nber1_inforce,nber2_inforce,nber3_inforce,nber4_inforce,nber5_inforce,nber6_inforce,nber7_inforce,nber8_inforce,total_inforce,nber11_inforce_max,nber12_inforce_max,nber13_inforce_max,nber14_inforce_max,nber15_inforce_max,nber19_inforce_max,nber21_inforce_max,nber22_inforce_max,nber23_inforce_max,nber24_inforce_max,nber25_inforce_max,nber31_inforce_max,nber32_inforce_max,nber33_inforce_max,nber39_inforce_max,nber41_inforce_max,nber42_inforce_max,nber43_inforce_max,nber44_inforce_max,nber45_inforce_max,nber46_inforce_max,nber49_inforce_max,nber51_inforce_max,nber52_inforce_max,nber53_inforce_max,nber54_inforce_max,nber55_inforce_max,nber59_inforce_max,nber61_inforce_max,nber62_inforce_max,nber63_inforce_max,nber64_inforce_max,nber65_inforce_max,nber66_inforce_max,nber67_inforce_max,nber68_inforce_max,nber69_inforce_max,nber70_inforce_max,nber80_inforce_max,nber1_inforce_max,nber2_inforce_max,nber3_inforce_max,nber4_inforce_max,nber5_inforce_max,nber6_inforce_max,nber7_inforce_max,nber8_inforce_max,total_inforce_max,nber11_iss,nber12_iss,nber13_iss,nber14_iss,nber15_iss,nber19_iss,nber21_iss,nber22_iss,nber23_iss,nber24_iss,nber25_iss,nber31_iss,nber32_iss,nber33_iss,nber39_iss,nber41_iss,nber42_iss,nber43_iss,nber44_iss,nber45_iss,nber46_iss,nber49_iss,nber51_iss,nber52_iss,nber53_iss,nber54_iss,nber55_iss,nber59_iss,nber61_iss,nber62_iss,nber63_iss,nber64_iss,nber65_iss,nber66_iss,nber67_iss,nber68_iss,nber69_iss,nber70_iss,nber80_iss,nber1_iss,nber2_iss,nber3_iss,nber4_iss,nber5_iss,nber6_iss,nber7_iss,nber8_iss,total_iss
1879,20059,1746,2789,816,212,220,11557,707,178,0,2,0,1169,907,0,562,419,1293,1002,0,837,0,179,15782,5918,8769,285,11409,21308,12107,1167,16866,7608,11553,11278,2416,4424,30266,0,0,17340,887,2638,3730,63471,97685,0,0,185751,1746,2789,816,212,220,11557,707,178,0,2,0,1169,907,0,562,419,1293,1002,0,837,0,179,15782,5918,8769,285,11409,21308,12107,1167,16866,7608,11553,11278,2416,4424,30266,0,0,17340,887,2638,3730,63471,97685,0,0,185751,89,166,64,22,10,660,67,9,0,1,0,55,61,0,40,37,118,78,0,80,0,37,980,328,587,15,768,1425,686,77,1170,406,705,654,195,390,2143,0,0,1011,77,156,350,4103,6426,0,0,12123
1880,21761,1771,2919,860,229,224,12028,831,188,0,3,0,1201,930,0,567,478,1378,1047,0,957,0,258,16429,6176,9175,293,12084,22326,12561,1254,17673,7977,12016,11700,2586,4703,32058,0,0,18031,1022,2698,4118,66483,102528,0,0,194880,1771,2919,860,229,224,12028,831,188,0,3,0,1201,930,0,567,478,1378,1047,0,957,0,258,16429,6176,9175,293,12084,22326,12561,1254,17673,7977,12016,11700,2586,4703,32058,0,0,18031,1022,2698,4118,66483,102528,0,0,194880,82,194,63,19,13,790,132,13,0,1,0,51,50,0,33,66,132,65,0,138,0,81,1014,378,594,17,893,1484,726,93,1151,486,623,711,197,363,2248,0,0,1161,146,134,482,4380,6598,0,0,12901
1881,24878,1903,3057,920,260,245,12433,1025,211,0,3,0,1231,971,0,580,574,1531,1103,1,1095,0,345,17238,6493,9658,313,12962,23420,13044,1384,18678,8324,12727,12236,2739,4990,34049,0,0,18818,1239,2782,4649,70084,108171,0,0,205743,1903,3057,920,260,245,12433,1025,211,0,3,0,1231,971,0,580,574,1531,1103,1,1095,0,345,17238,6493,9658,313,12962,23420,13044,1384,18678,8324,12727,12236,2739,4990,34049,0,0,18818,1239,2782,4649,70084,108171,0,0,205743,197,223,72,41,26,822,200,31,0,0,0,59,68,0,36,101,183,81,1,160,0,90,1268,465,737,30,1108,1660,847,143,1488,486,911,854,189,390,2525,0,0,1381,231,163,616,5268,7833,0,0,15492
1882,30270,2029,3196,990,336,249,12820,1237,235,1,3,0,1246,1022,0,580,702,1824,1178,1,1361,0,462,18169,6772,10179,326,14069,24726,13607,1514,19640,8573,13537,12789,2895,5282,36191,0,0,19620,1476,2848,5528,74241,114028,0,0,217741,2029,3196,990,336,249,12820,1237,235,1,3,0,1246,1022,0,580,702,1824,1178,1,1361,0,462,18169,6772,10179,326,14069,24726,13607,1514,19640,8573,13537,12789,2895,5282,36191,0,0,19620,1476,2848,5528,74241,114028,0,0,217741,194,255,83,90,18,889,219,33,1,0,0,48,76,0,39,139,337,106,0,294,0,119,1491,494,859,28,1406,2010,1001,150,1525,568,1090,942,233,422,2928,0,0,1529,253,163,995,6288,8859,0,0,18087
1883,33073,2100,3354,1071,389,246,13108,1438,260,1,4,0,1247,1050,0,610,920,2032,1276,5,1694,0,573,19070,7118,10736,333,15437,26162,13900,1667,20460,8780,14343,13217,3046,5591,38462,0,0,20268,1703,2907,6500,78856,119466,0,0,229700,2100,3354,1071,389,246,13108,1438,260,1,4,0,1247,1050,0,610,920,2032,1276,5,1694,0,573,19070,7118,10736,333,15437,26162,13900,1667,20460,8780,14343,13217,3046,5591,38462,0,0,20268,1703,2907,6500,78856,119466,0,0,229700,176,320,108,64,16,1038,207,33,0,1,0,76,79,0,68,242,270,143,4,366,0,113,1730,652,1014,32,1789,2463,959,182,1711,678,1321,962,250,477,3606,0,0,1722,241,223,1138,7680,10146,0,0,21150
1884,34192,2122,3448,1128,430,238,13174,1630,277,1,4,0,1193,1050,0,635,1082,2160,1328,6,1910,0,689,19777,7317,11170,338,16353,27177,13773,1759,20961,8827,14689,13300,3145,5841,39942,0,0,20540,1912,2878,7175,82132,122237,0,0,236874,2122,3448,1128,430,238,13174,1630,277,1,4,0,1193,1050,0,635,1082,2160,1328,6,1910,0,689,19777,7317,11170,338,16353,27177,13773,1759,20961,8827,14689,13300,3145,5841,39942,0,0,20540,1912,2878,7175,82132,122237,0,0,236874,146,292,94,46,14,922,208,28,0,0,0,50,76,0,58,191,183,128,1,248,0,116,1664,615,946,26,1642,2452,724,149,1550,633,1104,755,241,482,3336,0,0,1514,236,184,867,7345,8974,0,0,19120
1885,34697,2168,3546,1232,475,231,13525,1880,309,1,4,0,1158,1102,0,679,1265,2316,1423,7,2162,0,833,20377,7820,11631,343,17649,28543,13870,1790,21816,9021,15325,13631,3314,6064,42115,0,0,21177,2194,2939,8006,86363,126946,0,0,247625,2168,3546,1232,475,231,13525,1880,309,1,4,0,1158,1102,0,679,1265,2316,1423,7,2162,0,833,20377,7820,11631,343,17649,28543,13870,1790,21816,9021,15325,13631,3314,6064,42115,0,0,21177,2194,2939,8006,86363,126946,0,0,247625,168,287,140,57,14,1091,271,37,0,0,0,78,136,0,78,205,233,158,1,280,0,147,1752,905,1029,22,1968,2797,1148,100,1942,800,1400,1126,302,472,4131,0,0,1757,308,292,1024,8473,11421,0,0,23275
1886,35161,2205,3609,1283,491,229,13674,2062,346,1,8,0,1090,1163,0,728,1403,2432,1515,8,2412,0,1018,21016,8158,12023,349,18597,29607,13953,1836,22634,9020,15758,13870,3454,6304,44195,0,0,21491,2417,2981,8788,89750,131024,0,0,256451,2205,3609,1283,491,229,13674,2062,346,1,8,0,1090,1163,0,728,1403,2432,1515,8,2412,0,1018,21016,8158,12023,349,18597,29607,13953,1836,22634,9020,15758,13870,3454,6304,44195,0,0,21491,2417,2981,8788,89750,131024,0,0,256451,162,280,100,37,17,983,210,42,0,4,0,56,126,0,84,163,204,170,1,294,0,189,1703,775,947,22,1821,2539,1105,116,1852,688,1237,1068,276,477,4008,0,0,1579,256,266,1021,7807,10827,0,0,21756
1887,34420,2178,3631,1315,515,222,13726,2239,413,1,12,0,1050,1230,0,810,1537,2530,1618,10,2622,0,1145,21304,8546,12253,358,19746,30684,14019,1913,23522,9179,16032,14144,3518,6473,46214,0,0,21587,2665,3090,9462,92891,135014,0,0,264709,2178,3631,1315,515,222,13726,2239,413,1,12,0,1050,1230,0,810,1537,2530,1618,10,2622,0,1145,21304,8546,12253,358,19746,30684,14019,1913,23522,9179,16032,14144,3518,6473,46214,0,0,21587,2665,3090,9462,92891,135014,0,0,264709,115,253,79,39,12,821,207,74,0,4,0,57,118,0,97,163,181,157,2,262,0,128,1391,772,824,22,1805,2403,924,128,1851,682,1162,1066,240,424,3932,0,0,1319,285,272,893,7217,10409,0,0,20395
1888,34713,2187,3696,1344,558,223,13883,2405,444,1,25,0,984,1293,0,858,1659,2618,1734,10,2919,0,1317,21734,9002,12518,384,20843,31674,14075,1954,24158,9275,16280,14427,3623,6635,47856,0,0,21891,2875,3135,10257,96155,138283,0,0,272596,2187,3696,1344,558,223,13883,2405,444,1,25,0,984,1293,0,858,1659,2618,1734,10,2919,0,1317,21734,9002,12518,384,20843,31674,14075,1954,24158,9275,16280,14427,3623,6635,47856,0,0,21891,2875,3135,10257,96155,138283,0,0,272596,119,241,91,54,16,818,222,47,0,13,0,48,118,0,74,157,153,174,0,388,0,184,1423,815,888,32,1817,2311,850,98,1692,552,1040,1037,239,405,3427,0,0,1339,282,240,1056,7286,9340,0,0,19543
1889,39607,2227,3806,1439,627,232,14207,2499,486,1,45,0,951,1413,0,921,1841,2737,1868,10,3362,0,1556,22462,9536,13003,410,22062,33119,14313,2022,24763,9504,16697,15121,3762,6915,49815,0,0,22538,3031,3285,11374,100592,142912,0,0,283732,2227,3806,1439,627,232,14207,2499,486,1,45,0,951,1413,0,921,1841,2737,1868,10,3362,0,1556,22462,9536,13003,410,22062,33119,14313,2022,24763,9504,16697,15121,3762,6915,49815,0,0,22538,3031,3285,11374,100592,142912,0,0,283732,159,284,163,87,17,1028,184,59,0,20,0,81,170,0,84,215,200,193,0,514,0,245,1787,933,1134,42,2052,2723,951,143,1818,656,1190,1368,307,558,3950,0,0,1738,263,335,1367,8671,10941,0,0,23315
1890,39884,2272,3948,1504,690,238,14681,2695,580,1,68,0,962,1529,0,992,2182,2870,2011,10,3853,0,1960,23324,10022,13630,428,23549,35034,14727,2180,25357,9716,17367,15699,3927,7122,52291,0,0,23333,3344,3483,12886,105987,148386,0,0,297419,2272,3948,1504,690,238,14681,2695,580,1,68,0,962,1529,0,992,2182,2870,2011,10,3853,0,1960,23324,10022,13630,428,23549,35034,14727,2180,25357,9716,17367,15699,3927,7122,52291,0,0,23333,3344,3483,12886,105987,148386,0,0,297419,147,295,120,76,20,1110,253,108,0,23,0,81,164,0,93,366,201,196,0,543,0,411,1875,885,1157,33,2328,3236,1036,249,1782,640,1392,1215,342,493,4433,0,0,1768,384,338,1717,9514,11582,0,0,25303
1891,39418,2333,4023,1539,748,239,14896,2861,625,3,85,0,946,1645,0,1058,2515,3003,2118,10,4226,0,2318,24029,10312,14156,441,24593,36414,15031,2295,25859,9833,17955,15970,4044,7319,54050,0,0,23778,3574,3649,14190,109945,152356,0,0,307492,2333,4023,1539,748,239,14896,2861,625,3,85,0,946,1645,0,1058,2515,3003,2118,10,4226,0,2318,24029,10312,14156,441,24593,36414,15031,2295,25859,9833,17955,15970,4044,7319,54050,0,0,23778,3574,3649,14190,109945,152356,0,0,307492,167,264,97,71,15,920,228,68,2,17,0,51,154,0,93,356,204,172,0,413,0,372,1725,722,1083,35,2021,2845,951,237,1626,565,1260,962,293,462,3852,0,0,1534,315,298,1517,8431,10208,0,0,22303
1892,39514,2351,4092,1565,801,240,15103,3018,672,3,101,0,956,1730,0,1081,2828,3126,2239,10,4516,0,2629,24598,10562,14520,447,25918,37721,15317,2426,26257,10017,18434,16317,4105,7554,55589,0,0,24152,3794,3767,15348,113766,156016,0,0,316843,2351,4092,1565,801,240,15103,3018,672,3,101,0,956,1730,0,1081,2828,3126,2239,10,4516,0,2629,24598,10562,14520,447,25918,37721,15317,2426,26257,10017,18434,16317,4105,7554,55589,0,0,24152,3794,3767,15348,113766,156016,0,0,316843,126,246,115,61,7,991,229,65,0,16,0,34,147,0,97,334,224,190,0,359,0,324,1714,660,977,33,2181,2817,946,246,1587,618,1305,1188,239,565,4001,0,0,1546,310,278,1431,8382,10695,0,0,22642
1893,37293,2424,4196,1608,885,240,15425,3208,723,3,114,0,932,1793,0,1135,3103,3280,2351,10,4881,0,2959,25122,10829,15007,459,27325,38820,15387,2535,26576,10038,18692,16665,4167,7674,56846,0,0,24778,4048,3860,16584,117562,158580,0,0,325412,2424,4196,1608,885,240,15425,3208,723,3,114,0,932,1793,0,1135,3103,3280,2351,10,4881,0,2959,25122,10829,15007,459,27325,38820,15387,2535,26576,10038,18692,16665,4167,7674,56846,0,0,24778,4048,3860,16584,117562,158580,0,0,325412,174,282,108,97,9,1095,260,60,0,13,0,27,126,0,95,308,251,192,0,431,0,358,1649,727,1101,38,2282,2742,931,228,1585,573,1231,1201,259,504,3804,0,0,1765,333,248,1540,8539,10316,0,0,22741
1894,36987,2420,4230,1657,968,248,15679,3344,773,4,119,0,929,1846,0,1177,3376,3374,2471,11,5255,0,3316,25701,11104,15422,463,28539,39702,15331,2598,26568,9927,18871,16899,4219,7828,57761,0,0,25202,4240,3952,17803,120931,160002,0,0,332130,2420,4230,1657,968,248,15679,3344,773,4,119,0,929,1846,0,1177,3376,3374,2471,11,5255,0,3316,25701,11104,15422,463,28539,39702,15331,2598,26568,9927,18871,16899,4219,7828,57761,0,0,25202,4240,3952,17803,120931,160002,0,0,332130,104,197,104,95,14,1014,192,57,1,5,0,23,115,0,82,301,183,187,1,427,0,369,1571,658,1015,26,1944,2385,808,178,1140,418,1082,1055,253,533,3291,0,0,1528,255,220,1468,7599,8758,0,0,19828
1895,39145,2470,4304,1713,1058,251,16005,3541,818,8,126,0,883,1900,0,1242,3573,3457,2542,11,5556,0,3655,26358,11421,16001,504,29881,40753,15356,2688,26913,9963,19238,17271,4327,7957,59085,0,0,25801,4493,4025,18794,124918,162798,0,0,340829,2470,4304,1713,1058,251,16005,3541,818,8,126,0,883,1900,0,1242,3573,3457,2542,11,5556,0,3655,26358,11421,16001,504,29881,40753,15356,2688,26913,9963,19238,17271,4327,7957,59085,0,0,25801,4493,4025,18794,124918,162798,0,0,340829,145,225,112,102,13,1013,252,54,4,8,0,8,116,0,91,229,200,152,0,359,0,372,1621,637,1109,51,2056,2461,763,171,1443,514,1185,1106,272,540,3470,0,0,1610,318,215,1312,7935,9464,0,0,20854
1896,42077,2511,4391,1779,1134,248,16372,3775,875,9,132,0,838,1945,0,1306,3809,3557,2625,14,5821,0,3973,26981,11676,16562,536,31199,42036,15446,2895,27410,10026,19779,17652,4417,8229,60571,0,0,26435,4791,4089,19799,128990,166425,0,0,350529,2511,4391,1779,1134,248,16372,3775,875,9,132,0,838,1945,0,1306,3809,3557,2625,14,5821,0,3973,26981,11676,16562,536,31199,42036,15446,2895,27410,10026,19779,17652,4417,8229,60571,0,0,26435,4791,4089,19799,128990,166425,0,0,350529,130,253,130,98,7,1027,301,66,1,7,0,10,106,0,104,273,218,161,3,345,0,355,1603,583,1148,47,2086,2708,776,284,1667,469,1246,1035,285,662,3629,0,0,1645,375,220,1355,8175,10053,0,0,21823
1897,45661,2532,4434,1891,1205,244,16541,3985,915,9,138,0,823,2015,0,1348,3986,3646,2730,24,6056,0,4200,27549,11927,17157,623,32333,43480,15563,3002,27765,9960,20458,17994,4558,8665,61929,0,0,26847,5047,4186,20642,133069,169894,0,0,359685,2532,4434,1891,1205,244,16541,3985,915,9,138,0,823,2015,0,1348,3986,3646,2730,24,6056,0,4200,27549,11927,17157,623,32333,43480,15563,3002,27765,9960,20458,17994,4558,8665,61929,0,0,26847,5047,4186,20642,133069,169894,0,0,359685,103,237,175,90,9,959,342,53,0,7,0,36,120,0,75,243,221,170,10,373,0,308,1582,629,1189,104,2027,2928,843,200,1506,420,1302,1053,338,799,3606,0,0,1573,402,231,1325,8459,10067,0,0,22057
1898,33915,2447,4442,2018,1315,231,16658,3912,939,10,147,0,786,2069,0,1396,4105,3621,2796,26,6188,0,4349,27639,12071,17541,635,33164,44596,15498,3091,27711,9931,20761,18151,4685,8999,62638,1,0,27111,5008,4251,21085,135646,171465,1,0,364567,2447,4442,2018,1315,231,16658,3912,939,10,147,0,786,2069,0,1396,4105,3621,2796,26,6188,0,4349,27639,12071,17541,635,33164,44596,15498,3091,27711,9931,20761,18151,4685,8999,62638,1,0,27111,5008,4251,21085,135646,171465,1,0,364567,112,231,199,151,13,939,127,55,1,9,0,22,122,0,84,220,158,147,3,292,0,239,1358,609,1121,42,1939,2776,782,232,1434,457,1214,1011,316,724,3234,1,0,1645,192,228,1059,7845,9404,1,0,20374
1899,38937,2415,4461,2279,1408,240,16991,3902,989,9,171,0,775,2139,0,1480,4201,3466,2872,28,6279,0,4455,27800,12190,17930,653,33693,45674,15327,3176,27887,9948,20852,18377,4803,9236,63651,1,0,27794,5071,4394,21301,137940,173257,1,0,369758,2415,4461,2279,1408,240,16991,3902,989,9,171,0,775,2139,0,1480,4201,3466,2872,28,6279,0,4455,27800,12190,17930,653,33693,45674,15327,3176,27887,9948,20852,18377,4803,9236,63651,1,0,27794,5071,4394,21301,137940,173257,1,0,369758,162,274,344,183,27,1222,209,83,0,24,0,37,146,0,123,235,182,182,2,385,0,225,1652,613,1248,46,1935,3088,830,235,1701,585,1181,1168,351,659,3941,0,0,2212,316,306,1211,8582,10651,0,0,23278
1900,39673,2404,4424,2476,1563,259,17278,3967,1039,10,222,0,734,2248,0,1526,4217,3419,2918,30,6374,0,4592,27831,12258,18333,682,33940,46151,15324,3255,27886,9781,20728,18616,4894,9419,63980,1,0,28404,5238,4508,21550,139195,173883,1,0,372779,2404,4424,2476,1563,259,17278,3967,1039,10,222,0,734,2248,0,1526,4217,3419,2918,30,6374,0,4592,27831,12258,18333,682,33940,46151,15324,3255,27886,9781,20728,18616,4894,9419,63980,1,0,28404,5238,4508,21550,139195,173883,1,0,372779,167,288,308,220,36,1344,278,83,1,52,0,35,192,0,114,264,226,193,6,468,0,254,1807,732,1430,62,2070,3002,976,263,1750,526,1225,1223,351,677,4014,0,0,2363,414,341,1411,9103,11005,0,0,24637
1901,43973,2389,4434,2633,1679,273,17691,4063,1115,11,271,0,721,2385,0,1591,4377,3496,2998,32,6649,0,4809,28227,12439,18916,726,34340,46972,15594,3372,28191,9693,20867,19136,5013,9749,64817,1,0,29099,5460,4697,22361,141620,176432,1,0,379670,2389,4434,2633,1679,273,17691,4063,1115,11,271,0,721,2385,0,1591,4377,3496,2998,32,6649,0,4809,28227,12439,18916,726,34340,46972,15594,3372,28191,9693,20867,19136,5013,9749,64817,1,0,29099,5460,4697,22361,141620,176432,1,0,379670,129,297,248,161,27,1316,298,104,1,49,0,37,209,0,123,345,257,204,3,516,0,329,2014,784,1516,69,2008,3211,974,264,1815,530,1215,1253,350,795,4094,0,0,2178,452,369,1654,9602,11290,0,0,25545
1902,48320,2362,4497,2709,1783,289,18066,4074,1220,12,309,0,676,2480,0,1654,4577,3466,3116,32,6899,0,4983,28427,12294,19437,797,34693,47570,15444,3749,28169,9498,20701,19418,5107,10109,64895,1,0,29706,5615,4810,23073,143218,177090,1,0,383513,2362,4497,2709,1783,289,18066,4074,1220,12,309,0,676,2480,0,1654,4577,3466,3116,32,6899,0,4983,28427,12294,19437,797,34693,47570,15444,3749,28169,9498,20701,19418,5107,10109,64895,1,0,29706,5615,4810,23073,143218,177090,1,0,383513,141,350,216,161,30,1466,282,142,1,38,0,33,231,0,141,405,203,276,1,530,0,321,1952,760,1550,93,2321,3395,998,477,1920,605,1234,1408,396,832,4209,0,0,2364,463,405,1736,10071,12079,0,0,27118
1903,49289,2367,4588,2804,1891,297,18738,4180,1303,14,350,0,656,2634,0,1738,4890,3542,3196,43,7277,0,5177,29050,12391,20341,901,35486,48745,15546,4060,28460,9462,20930,19972,5304,10546,65904,1,0,30685,5847,5028,24125,146914,180184,1,0,392784,2367,4588,2804,1891,297,18738,4180,1303,14,350,0,656,2634,0,1738,4890,3542,3196,43,7277,0,5177,29050,12391,20341,901,35486,48745,15546,4060,28460,9462,20930,19972,5304,10546,65904,1,0,30685,5847,5028,24125,146914,180184,1,0,392784,167,371,195,145,25,1655,316,125,2,45,0,36,280,0,168,476,280,250,12,672,0,383,2326,872,1851,126,2614,3714,1207,427,2143,652,1466,1622,473,914,5017,0,0,2558,488,484,2073,11503,13921,0,0,31027
1904,51168,2399,4697,2907,1994,307,19366,4463,1346,14,408,0,633,2736,0,1800,5244,3618,3278,57,7575,2,5446,30067,12364,21310,999,36424,50160,15782,4168,28713,9417,21189,20319,5560,10986,66898,1,0,31670,6231,5169,25220,151324,183032,1,0,402647,2399,4697,2907,1994,307,19366,4463,1346,14,408,0,633,2736,0,1800,5244,3618,3278,57,7575,2,5446,30067,12364,21310,999,36424,50160,15782,4168,28713,9417,21189,20319,5560,10986,66898,1,0,31670,6231,5169,25220,151324,183032,1,0,402647,147,362,182,142,22,1449,490,117,0,62,0,34,220,0,159,517,257,239,16,560,2,397,2408,745,1793,120,2743,3818,1160,236,2104,637,1421,1413,496,864,4926,0,0,2304,669,413,1988,11627,13257,0,0,30258
1905,54034,2391,4778,3025,2084,312,20087,4614,1364,14,469,0,628,2851,0,1877,5568,3692,3349,67,7720,2,5602,31001,12367,22118,1026,37313,51587,15997,4363,28829,9565,21617,20610,5848,11498,68270,1,0,32677,6461,5356,26000,155412,186597,1,0,412504,2391,4778,3025,2084,312,20087,4614,1364,14,469,0,628,2851,0,1877,5568,3692,3349,67,7720,2,5602,31001,12367,22118,1026,37313,51587,15997,4363,28829,9565,21617,20610,5848,11498,68270,1,0,32677,6461,5356,26000,155412,186597,1,0,412504,114,327,211,146,22,1551,380,65,0,74,0,45,235,0,153,485,228,246,10,541,0,342,2384,831,1714,59,2749,3776,1084,295,1836,714,1484,1353,530,924,4867,0,0,2371,519,433,1852,11513,13087,0,0,29775
1906,55471,2390,4868,3075,2119,329,20660,4854,1378,15,516,0,579,2932,0,1948,5849,3712,3383,68,7720,3,5640,31798,12287,22715,1082,38369,52970,16162,4634,28867,9704,22011,20546,6037,11866,69646,1,0,33441,6763,5459,26375,159221,189473,1,0,420733,2390,4868,3075,2119,329,20660,4854,1378,15,516,0,579,2932,0,1948,5849,3712,3383,68,7720,3,5640,31798,12287,22715,1082,38369,52970,16162,4634,28867,9704,22011,20546,6037,11866,69646,1,0,33441,6763,5459,26375,159221,189473,1,0,420733,155,369,211,120,33,1589,417,73,1,67,0,30,249,0,153,492,219,226,1,506,1,281,2557,840,1713,98,3065,4068,1097,412,1828,781,1568,1279,493,919,5258,0,0,2477,558,432,1726,12341,13635,0,0,31169
1907,57679,2389,4969,3171,2185,331,21370,5040,1331,15,591,0,538,3019,0,2001,6149,3736,3431,72,7920,3,5636,32795,12343,23736,1149,39333,54404,16433,4789,29358,9931,22502,20773,6250,12346,71249,1,0,34415,6977,5558,26947,163760,193631,1,0,431289,2389,4969,3171,2185,331,21370,5040,1331,15,591,0,538,3019,0,2001,6149,3736,3431,72,7920,3,5636,32795,12343,23736,1149,39333,54404,16433,4789,29358,9931,22502,20773,6250,12346,71249,1,0,34415,6977,5558,26947,163760,193631,1,0,431289,146,396,216,142,22,1820,439,61,0,98,0,40,251,0,146,666,225,244,4,743,0,407,2872,941,2178,100,3292,4670,1307,404,2273,867,1883,1442,555,973,6036,0,0,2742,598,437,2289,14053,15740,0,0,35859
1908,60142,2368,5064,3271,2273,335,22197,5191,1351,14,706,0,544,3112,0,2037,6437,3776,3473,76,8132,7,5663,33375,12512,24617,1217,40399,55682,16786,4874,29955,10202,22785,21047,6405,12888,72949,1,0,35508,7262,5693,27564,167802,197891,1,0,441721,2368,5064,3271,2273,335,22197,5191,1351,14,706,0,544,3112,0,2037,6437,3776,3473,76,8132,7,5663,33375,12512,24617,1217,40399,55682,16786,4874,29955,10202,22785,21047,6405,12888,72949,1,0,35508,7262,5693,27564,167802,197891,1,0,441721,146,359,197,159,19,1747,379,88,1,132,0,57,247,0,129,644,244,214,4,625,4,399,2305,891,1964,103,3087,4123,1304,322,2223,836,1543,1236,448,1004,5552,0,0,2627,600,433,2134,12473,14468,0,0,32735
1909,64408,2372,5226,3370,2373,374,23041,5419,1383,14,792,0,572,3222,0,2055,6774,3934,3568,80,8539,13,5789,34427,12954,25614,1302,41896,57266,17067,4988,30533,10408,23503,21352,6812,13525,75082,1,0,36756,7608,5849,28697,173459,203270,1,0,455640,2372,5226,3370,2373,374,23041,5419,1383,14,792,0,572,3222,0,2055,6774,3934,3568,80,8539,13,5789,34427,12954,25614,1302,41896,57266,17067,4988,30533,10408,23503,21352,6812,13525,75082,1,0,36756,7608,5849,28697,173459,203270,1,0,455640,130,408,214,161,46,1835,457,97,0,102,0,62,257,0,115,671,382,285,4,766,6,450,2766,1102,1974,118,3678,4401,1227,360,2165,824,2023,1493,646,1202,6134,0,0,2794,656,434,2564,14039,16074,0,0,36561
1910,63293,2340,5300,3499,2443,393,23855,5555,1395,16,864,0,599,3296,0,2108,7209,4091,3635,92,8771,16,5780,35549,13273,26627,1409,42614,58944,17425,5172,30977,10736,24185,21676,7050,13943,77189,1,0,37830,7830,6003,29594,178416,208353,1,0,468027,2340,5300,3499,2443,393,23855,5555,1395,16,864,0,599,3296,0,2108,7209,4091,3635,92,8771,16,5780,35549,13273,26627,1409,42614,58944,17425,5172,30977,10736,24185,21676,7050,13943,77189,1,0,37830,7830,6003,29594,178416,208353,1,0,468027,142,356,237,167,28,1909,396,72,2,85,0,54,200,0,148,743,408,259,12,663,3,349,2771,1046,2114,145,3000,4420,1289,412,2029,901,1913,1525,497,922,5911,0,0,2839,555,402,2437,13496,15399,0,0,35128
1911,67370,2445,5453,3621,2554,403,24749,5716,1412,16,927,0,620,3343,0,2170,7652,4353,3739,101,9038,21,5748,36350,13534,27648,1505,43973,60566,17893,5293,31711,11177,24626,21906,7272,14234,78889,1,0,39225,8071,6133,30652,183576,213001,1,0,480659,2445,5453,3621,2554,403,24749,5716,1412,16,927,0,620,3343,0,2170,7652,4353,3739,101,9038,21,5748,36350,13534,27648,1505,43973,60566,17893,5293,31711,11177,24626,21906,7272,14234,78889,1,0,39225,8071,6133,30652,183576,213001,1,0,480659,210,354,227,212,24,1927,358,74,1,69,0,45,162,0,146,750,450,299,10,703,5,340,2401,928,2055,125,3350,4055,1292,300,1896,866,1549,1298,478,832,5064,0,0,2954,502,353,2557,12914,13575,0,0,32855
1912,68969,2522,5625,3748,2681,436,25727,5821,1426,13,1019,0,675,3435,0,2249,8181,4665,3942,116,9322,21,5817,37482,14013,28730,1608,45645,62615,18534,5507,32547,11528,25083,22166,7488,14769,81239,1,0,40739,8279,6359,32064,190093,218861,1,0,496396,2522,5625,3748,2681,436,25727,5821,1426,13,1019,0,675,3435,0,2249,8181,4665,3942,116,9322,21,5817,37482,14013,28730,1608,45645,62615,18534,5507,32547,11528,25083,22166,7488,14769,81239,1,0,40739,8279,6359,32064,190093,218861,1,0,496396,221,393,238,223,46,1972,352,68,1,99,0,62,208,0,168,752,507,347,15,634,0,438,2724,1107,2172,151,3681,4462,1388,384,2257,858,1616,1353,485,1067,5747,0,0,3093,520,438,2693,14297,15155,0,0,36196
